species,decimalLongitude,decimalLatitude,countryCode,individualCount,gbifID,family,genus,taxonRank,scientificName,coordinateUncertaintyInMeters,year,basisOfRecord,institutionCode,collectionCode,occurrenceID,clade,CHELSA_BIOL_01,CHELSA_BIOL_02,CHELSA_BIOL_03,CHELSA_BIOL_04,CHELSA_BIOL_05,CHELSA_BIOL_06,CHELSA_BIOL_07,CHELSA_BIOL_08,CHELSA_BIOL_09,CHELSA_BIOL_10,CHELSA_BIOL_11,CHELSA_BIOL_12,CHELSA_BIOL_13,CHELSA_BIOL_14,CHELSA_BIOL_15,CHELSA_BIOL_16,CHELSA_BIOL_17,CHELSA_BIOL_18,CHELSA_BIOL_19
Portulaca bicolor,151.000573,-29.968086,AUS,NA,1073840789,Portulacaceae,Portulaca,SPECIES,Portulaca bicolor F.Muell.,10,2003,PRESERVED_SPECIMEN,NSW Dept of Planning,BioNet Atlas of NSW Wildlife,NA,Portulaca,159.450104,94.617249,408.968353,4861.968262,268.450104,37.035694,231.414413,220.450104,132.593918,220.450104,88.035698,781.719849,98.310684,39.824795,29.143543,290.134888,135.23114,290.134888,149.785065
Portulaca bicolor,150.923893,-29.942868,AUS,NA,1451615723,Portulacaceae,Portulaca,SPECIES,Portulaca bicolor F.Muell.,1000,2001,PRESERVED_SPECIMEN,NSW Dept of Planning,BioNet Atlas of NSW Wildlife,NA,Portulaca,165.588028,95.616013,409,4919.091309,275.117615,41.745071,233.372528,227.588028,110.117607,227.588028,92.974556,798.721191,110.824577,40.02544,32.397976,316.977875,127.558197,316.977875,140.076324
Portulaca bicolor,151.220572,-29.952892,AUS,NA,1073843945,Portulacaceae,Portulaca,SPECIES,Portulaca bicolor F.Muell.,10,2004,PRESERVED_SPECIMEN,NSW Dept of Planning,BioNet Atlas of NSW Wildlife,NA,Portulaca,152.847351,92,410,4724.094727,258.026611,33.014534,225.002472,212.014542,99.844879,212.014542,82.844879,740.564209,96.167191,38.169655,28.842413,278.501556,131.131912,278.501556,139.933197
Portulaca bicolor,151.266555,-29.552821,AUS,NA,1073846677,Portulacaceae,Portulaca,SPECIES,Portulaca bicolor F.Muell.,10,2004,PRESERVED_SPECIMEN,NSW Dept of Planning,BioNet Atlas of NSW Wildlife,NA,Portulaca,168.178177,94,414,4725.519531,273.591888,46.591904,227,227.178177,114.591904,227.178177,97.591904,671.332153,89.771393,30.089699,35.140224,268.130371,101.587494,268.130371,107.441643
Calandrinia L.,120.9567,-31.1511,AUS,NA,2830763846,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,186.123413,104,408,5280.833496,319,64,255,128,176,256,112,293.246826,36.679188,14,27.876585,106.358376,50,62,94.037567
Calandrinia L.,117.0833,-30.85,AUS,NA,2830735437,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1992,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,185.735031,104,401,5393.602051,326,66.235458,260,115,231,261,115,340.387604,62.247845,10.264966,62.705528,177.273468,31.529932,43.290585,177.273468
Calandrinia L.,120.9567,-31.1511,AUS,NA,2830696511,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,186.123413,104,408,5280.833496,319,64,255,128,176,256,112,293.246826,36.679188,14,27.876585,106.358376,50,62,94.037567
Calandrinia L.,120.6456,-32.4369,AUS,NA,2830669413,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,174.1754,98,426,4491.180664,298.175415,67.1856,231,127.0877,212.1754,235.087708,112.086708,316.413422,38.734909,15,27.921503,112.293427,50.912296,60.725704,110.204727
Calandrinia L.,116.6667,-29.1833,AUS,NA,2830663362,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1992,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,205.479309,111,399,5853.624023,350.750488,73.479301,278,145.479309,223.000107,286.479309,126.479301,317.333679,47.999886,11,48.479191,138.270844,33,61.542366,133.999664
Calandrinia L.,114.45,-27.55,AUS,NA,2830608571,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1988,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,217.982635,87,397.033508,4263.948242,331.982635,113.216156,218.766464,159.216156,245.216156,278.216156,159.216156,276.248993,60.233418,4,82.716835,169.199585,13,33.249554,169.199585
Calandrinia L.,114.1333,-27.5,AUS,NA,2830600242,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1992,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,211.487198,68,376.02951,3623.005127,306,125.222229,180.764542,162.735031,231.735031,262.735046,162.735031,391.499817,96.761505,3,94.264969,256.284515,12,30.74827,256.284515
Calandrinia L.,117.0167,-31.6167,AUS,NA,2830582478,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1990,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,183.746201,102,404,5120.331055,322.746216,71.479187,251.267014,117.746208,226.746201,255.746201,117.746208,338.105316,60.769493,8,65.495422,179.283096,27.253794,42.990829,179.283096
Calandrinia L.,115.9667,-32.0333,AUS,NA,2830579447,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1990,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,189,71.520805,375.520813,3946.873291,297,106.479195,190.520813,140,238,246,138.479187,777.02179,165.958618,8,86.479309,486.917236,27,32,402.562317
Calandrinia L.,117.720139,-32.086806,AUS,NA,2830538475,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2013,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,173.133026,102.099976,409,5056.898926,310.226349,60.073158,250.05986,107.073158,216.133026,243.133026,107.073158,366.429504,67.800468,9.840164,65.159836,193.534424,32.613819,44.707142,193.534424
Calandrinia L.,118.45,-33.1167,AUS,NA,2830388201,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,164,99,432,4379.32373,289,60,228.247726,105,201,223,105,339.940979,52.235462,12,47.235462,150.235458,43,56,150.235458
Calandrinia L.,114.1333,-27.5,AUS,NA,2830352680,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1992,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,211.487198,68,376.02951,3623.005127,306,125.222229,180.764542,162.735031,231.735031,262.735046,162.735031,391.499817,96.761505,3,94.264969,256.284515,12,30.74827,256.284515
Calandrinia L.,117.806132,-32.912323,AUS,NA,2830204595,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,1997,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,161.971649,99,422,4536.600098,291.971649,58,234,102.962067,220.051392,224.971649,102.962067,370.592224,64.747353,10.02835,59.681065,184.298752,34.104218,46.094635,184.298752
Calandrinia L.,120.9453,-30.5961,AUS,NA,2830171387,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,192,107,404,5578.903809,326.938232,62.938229,264,129,183,265.999268,112.999275,235.267105,29,11.047189,29.95281,85,34.094379,48.018024,73
Calandrinia L.,117.1167,-29.65,AUS,NA,2830100160,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,202.037506,108,395,5842.557129,345.520813,71.768402,274,141.768402,220.520813,282.520813,123.037506,324.240417,53.210091,10,53,153.899368,32.231594,59.94099,143.63028
Calandrinia L.,118.3431,-29.5531,AUS,NA,2830052533,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,205.09967,108,388,6123.344238,348,68.365829,279,121,228.365829,287.365845,121,276.268341,41.045029,9,45.455887,119.135086,29,63.909943,119.135086
Calandrinia L.,120.6456,-32.4369,AUS,NA,2830026549,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,174.1754,98,426,4491.180664,298.175415,67.1856,231,127.0877,212.1754,235.087708,112.086708,316.413422,38.734909,15,27.921503,112.293427,50.912296,60.725704,110.204727
Calandrinia L.,118.5833,-33.1,AUS,NA,2829998861,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,165,99,433,4384.810547,289.264954,61,228.752151,122,202,224,106,315.952637,46.516693,12.48719,40.542313,132.28511,43.461571,59.958115,130.516693
Calandrinia L.,116.51025,-32.057247,AUS,NA,2829895657,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2007,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,173.836166,92.910637,402,4607.122559,304.483215,73.572586,230.746811,115.836174,233.483231,239.836166,115.836174,585.684753,113.12291,10.163829,77.582977,339.279358,32.491486,39.670212,334.900604
Calandrinia L.,115.313016,-30.566515,AUS,NA,2829854382,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2007,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,196.963379,72.078728,375.078735,4008.626465,301.571503,108.921272,192.613617,145.921265,244.042114,254,144,574.977844,118.42849,7,83,350.428497,25,41,292.084229
Calandrinia L.,119.638722,-28.91175,AUS,NA,2829787618,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2006,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,209.252701,109,387.76474,6237.605469,347.252716,66.252708,281,267.252716,199.017441,292.252716,121.163452,279.139404,38.747292,9,36,106.420395,33,68.747292,74.241882
Calandrinia L.,116.7889,-34.8256,AUS,NA,2829685805,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,50,2019,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,147.232803,50.444695,392.629517,2554.26001,219.130173,90.232803,128.444687,115.870293,183.314987,183.314987,113.870293,1201.834595,193.192795,28.917816,56.326969,565.675659,89.823181,89.823181,507.752502
Calandrinia L.,114.161167,-27.745167,AUS,NA,2829633726,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1985,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,215.01384,61.082821,360.727539,3519.24292,303.870697,133.143158,170.856842,168.917175,235,265,168.01384,339.768829,87.129318,2.856848,98.060333,230.936005,10.713696,24,168.068985
Calandrinia L.,119.63,-33.1,AUS,NA,2829482805,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1985,PRESERVED_SPECIMEN,NSW,NSW,NA,Calandrinia,165,96,438,4152.899902,281.943542,63,218,123,199,220,107,339.693848,47,13,34.487206,131,47,70,129.120712
Calandrinia L.,115.381633,-28.7914,AUS,NA,2829474401,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2008,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,204,102,402.312775,5051.765625,336.1716,83,253.171616,147.835449,241.171616,275.1716,136,361.108063,77.451302,6,77.828384,209.108078,20,35.3797,209.108078
Calandrinia L.,120.9453,-30.5961,AUS,NA,2829433875,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,192,107,404,5578.903809,326.938232,62.938229,264,129,183,265.999268,112.999275,235.267105,29,11.047189,29.95281,85,34.094379,48.018024,73
Calandrinia L.,114.614611,-28.693444,AUS,NA,2829335626,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2008,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,210,65.491585,366.08197,3689.397217,303,124.426453,178.573547,161.918045,251,263,161,442.907349,106.761711,4,90.918037,282.285126,16,28,211.285126
Calandrinia L.,119.620583,-28.870667,AUS,NA,2829333645,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2006,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,207.986771,109,388,6229.826172,345.986755,64.999512,281,265,197,290.950592,119.986771,292.07428,40.987255,10,35.9506,110.9608,36,71,79.100258
Calandrinia L.,115.372558,-29.663761,AUS,NA,2829292263,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2003,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,196.835251,84.22377,385.223755,4505.62207,313.760864,94.865379,218.22377,137.969879,250.865372,260.865387,137.835251,463.903625,108.270477,8,85.8955,288.272949,24.269249,32.403873,216.212692
Calandrinia L.,116.513181,-32.057854,AUS,NA,2829254211,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2007,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,174,93,402,4610.65918,304.61618,73.616165,231,116,233.574219,240.05658,116,582.36908,112.99205,9.901471,78.098526,338.976166,31.704412,38.90147,336.147308
Calandrinia L.,120.8119,-31.9133,AUS,NA,2829224316,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,182,100,416,4851.477539,311,69,241.995621,130,170,247,114.949188,271.22995,30,17.050812,17.949188,87,54.101624,60.900955,82
Calandrinia L.,117.702017,-30.66365,AUS,NA,2829193029,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2003,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,189.211899,107,396.092041,5702.971191,331.878693,62.878696,269,115.06218,239.090591,267.878693,112.878693,351.7052,61.909409,12.092052,56.027794,170.030716,37.668255,52.548412,169.909409
Calandrinia L.,116.701735,-30.492838,AUS,NA,2829181511,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2003,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,192,105,402,5402.51709,333.725006,72.896568,261,121.896568,236.896561,268,121.896568,316.102264,56.727299,9,61.452309,162.1819,28,42.095387,162.1819
Calandrinia L.,120.9453,-30.5961,AUS,NA,2829166569,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,192,107,404,5578.903809,326.938232,62.938229,264,129,183,265.999268,112.999275,235.267105,29,11.047189,29.95281,85,34.094379,48.018024,73
Calandrinia L.,129.089998,-28.506816,AUS,NA,2829163279,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,2001,PRESERVED_SPECIMEN,AD,AD,NA,Calandrinia,195,113,417,5479.594727,327.47757,57,270.904633,245,113.683426,265.47757,113.683426,227.91362,24.09536,12.522439,17.256346,70.713158,43.044876,60.15559,43.044876
Calandrinia L.,115.071709,-29.472637,AUS,NA,2829130292,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2007,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,206.878113,66.097542,360.097534,3926.54126,304,119.902458,183.219437,156,252,262.800262,154.878113,457.325897,104.541061,7,86.297287,283.379425,21,31,213.906723
Calandrinia L.,115.380866,-30.707543,AUS,NA,2829130157,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2012,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,195,74,378.220734,4040.279053,301.697266,106.302719,195.220734,143.779266,243,253,142,597.476562,124,7,83,364,26.39456,39.697281,300
Calandrinia L.,115.95,-30.6167,AUS,NA,2829041136,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1980,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,190,98,403,4906.916016,323.251831,80,243.512695,127,251.251846,260,126.752274,437.285309,83,9.24773,71.239578,242.470062,30.273121,45.008156,198.760422
Calandrinia L.,117.7669,-29.0208,AUS,NA,2829028318,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,208.455185,110,389,6141.296875,352.00943,70.455193,282,142.466461,231.455185,291.4552,123.466469,272.82309,43.544811,7.533534,53,124.643852,23.067068,62.089619,124.63443
Calandrinia L.,117.7669,-29.0208,AUS,NA,2829025166,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,208.455185,110,389,6141.296875,352.00943,70.455193,282,142.466461,231.455185,291.4552,123.466469,272.82309,43.544811,7.533534,53,124.643852,23.067068,62.089619,124.63443
Calandrinia L.,117.05,-31.6333,AUS,NA,2828975827,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,182.269104,102,404,5120.942383,321.037506,69.269096,252,116.269096,225.037506,254.269104,116.269096,376.261963,69.903603,8,69.479309,207.215393,27.7309,45.966381,207.215393
Calandrinia L.,119.2522,-29.5419,AUS,NA,2828975568,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,202.780807,108,387.112061,6142.539062,342.780823,64.780807,278,135,227.780807,284.780823,117.399231,265.849182,31.707886,13,25.107117,92.634964,44,64.107117,85.922119
Calandrinia L.,117.5167,-30.4667,AUS,NA,2828974967,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,197,107,395,5746.342285,340,70,270,138,247,276,120,299.771606,53,10.766488,53.233513,144.479187,32.532978,48,140.492416
Calandrinia L.,120.9567,-31.1511,AUS,NA,2828954637,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,186.123413,104,408,5280.833496,319,64,255,128,176,256,112,293.246826,36.679188,14,27.876585,106.358376,50,62,94.037567
Calandrinia L.,116.626163,-29.399856,AUS,NA,2828886241,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2003,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,203.649521,110,399,5787.054199,348.809662,73.649513,275,145.466019,252.466019,284.160126,126.160141,341.253723,56.952412,11.83986,54.388233,161.323257,35.519577,57.030205,155.469009
Calandrinia L.,119.2522,-29.5419,AUS,NA,2828879516,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,202.780807,108,387.112061,6142.539062,342.780823,64.780807,278,135,227.780807,284.780823,117.399231,265.849182,31.707886,13,25.107117,92.634964,44,64.107117,85.922119
Calandrinia L.,117.0167,-31.6167,AUS,NA,2828820288,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1990,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,183.746201,102,404,5120.331055,322.746216,71.479187,251.267014,117.746208,226.746201,255.746201,117.746208,338.105316,60.769493,8,65.495422,179.283096,27.253794,42.990829,179.283096
Calandrinia L.,116.51025,-32.057247,AUS,NA,2828819200,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2007,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,173.836166,92.910637,402,4607.122559,304.483215,73.572586,230.746811,115.836174,233.483231,239.836166,115.836174,585.684753,113.12291,10.163829,77.582977,339.279358,32.491486,39.670212,334.900604
Calandrinia L.,118.2833,-31.1167,AUS,NA,2828804993,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,193.512695,105.249779,396,5664.339355,335,68,267,121.758957,244,270.512695,117.512695,287.98764,48,10,51.249893,133.750214,32,47.474819,133.500443
Calandrinia L.,114.641436,-28.828761,AUS,NA,2828740330,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2003,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,206.509445,61.031979,358.554504,3575.561279,295.50946,124.986923,170.554504,161.588867,237.803268,257.50946,159.477478,506.182709,127.448486,4,94.489128,333.300385,16.914301,32.45715,239.776306
Calandrinia L.,117.053611,-29.505556,AUS,NA,2828686004,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2013,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,205,109,395,5878.950195,349.150024,74,275,144.150024,223.957611,286,125.150024,306.0849,50.699951,10,55.692471,147.092377,32,53,138.384933
Calandrinia L.,115.85,-29.6667,AUS,NA,2828680074,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,196,104,403,5246.140137,334.748169,76.483192,258.264954,127.483192,236.748154,270.483185,127.483192,386.52417,80.01638,8,73.251846,218.520065,26.487305,41,218.520065
Calandrinia L.,118.45,-33.1167,AUS,NA,2828680016,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1980,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,164,99,432,4379.32373,289,60,228.247726,105,201,223,105,339.940979,52.235462,12,47.235462,150.235458,43,56,150.235458
Calandrinia L.,116.452444,-27.896444,AUS,NA,2828616427,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2006,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,215.189911,115,403.810089,5991.283691,361.010742,75.189911,285.189911,132.189911,235,297.189911,132.189911,248.666443,39.764252,8,50.764252,113.292755,24,61.405922,113.292755
Calandrinia L.,117.311162,-29.346072,AUS,NA,2828612315,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,150,1995,PRESERVED_SPECIMEN,AD,AD,NA,Calandrinia,207.847733,109,392,6002.483887,352.846008,73.84774,278,145.693756,228.847733,289.847748,125.84774,301.877747,50.140316,9,56.988056,150.266968,28,60.284069,132.444839
Calandrinia L.,116.934108,-28.906407,AUS,NA,2828582765,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2005,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,208.901611,111,396.098389,5984.888184,353.901611,73.747856,280.456024,146.456024,228.35762,290.901611,126.901604,282.142914,46.89452,7,56.54398,137.139572,22,66.196785,127.595596
Calandrinia L.,117.292818,-28.749009,AUS,NA,2828582452,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,1996,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,214.874283,111,391.761353,6128.855957,359.874268,76.654968,283,149.874283,236.654968,298,130,268.360352,41.583691,7,51.457966,120.751076,22,77.25145,106.27375
Calandrinia L.,117.464494,-27.402994,AUS,NA,2828555361,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2003,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,222.117111,113,390.78421,6321.662109,363.959686,75.743912,288,177.303467,247,306,132.959686,225.397552,31.25609,5,52.626808,91,16,88.768265,91
Calandrinia L.,116.6667,-29.1833,AUS,NA,2828496385,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1992,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,205.479309,111,399,5853.624023,350.750488,73.479301,278,145.479309,223.000107,286.479309,126.479301,317.333679,47.999886,11,48.479191,138.270844,33,61.542366,133.999664
Calandrinia L.,119.2147,-28.8172,AUS,NA,2828480416,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,211,109,386.153687,6271.526855,350,68,282,141,199,294,123,239.127121,29.674425,9,36,88.348854,27,55,83.674423
Calandrinia L.,115.970278,-31.440944,AUS,NA,2828394018,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2011,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,186.226593,81,386.950165,4302.822754,303.830017,93.276421,209.98024,131.849762,239.830002,247.830002,131.226593,744.802795,149.309921,10,81.366516,441.949524,32,43,389.649902
Calandrinia L.,120.9567,-31.1511,AUS,NA,2828297733,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,186.123413,104,408,5280.833496,319,64,255,128,176,256,112,293.246826,36.679188,14,27.876585,106.358376,50,62,94.037567
Calandrinia L.,120.6456,-32.4369,AUS,NA,2828247708,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,174.1754,98,426,4491.180664,298.175415,67.1856,231,127.0877,212.1754,235.087708,112.086708,316.413422,38.734909,15,27.921503,112.293427,50.912296,60.725704,110.204727
Calandrinia L.,116.8167,-30,AUS,NA,2828181773,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,199,107,398.730896,5637.088379,342,74,268,143,247,277.516693,124,297.037506,54,9,60.520809,150,29,40.748291,147.041611
Calandrinia L.,114.6667,-28.0833,AUS,NA,2828180274,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,202.229675,88.770325,399.520813,4306.89502,317.520813,95.479195,222.041504,144,231,264,144,385.584351,79.479195,5,79,226.896927,19,39,226.896927
Calandrinia L.,115.903889,-26.628611,AUS,NA,2828098351,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,150,1993,PRESERVED_SPECIMEN,AD,AD,NA,Calandrinia,232,117,406,5997.018555,376,89,288,148,217,313.984863,148,210.01651,35.015133,4,59,97.015137,14,71.002754,97.015137
Calandrinia L.,118.4333,-33.1167,AUS,NA,2828083439,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1990,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,164,99,432,4381.101562,289,60.750103,228.512695,105.500328,201,223.262909,105.500328,338.249908,52,12,47,148,43,56,148
Calandrinia L.,119.54275,-27.601417,AUS,NA,2828028801,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2005,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,223,111,389,6409.871094,358.64682,73,286,285.762329,215.224228,308,130,208.420349,26.57741,5,44.454975,78.822281,19,60.706379,64
Calandrinia L.,119.2147,-28.8172,AUS,NA,2827998843,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,211,109,386.153687,6271.526855,350,68,282,141,199,294,123,239.127121,29.674425,9,36,88.348854,27,55,83.674423
Calandrinia L.,115.95,-32.0167,AUS,NA,2827998373,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1990,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,189,71,375,3925.601074,296.516815,107,189.516815,140,238,246,139,774.823608,162.756378,8,85.487305,477.739227,27,32.495461,400.525024
Calandrinia L.,116.7833,-30.3833,AUS,NA,2827954781,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,193.766479,105,401,5471.8125,335.253693,72.766487,263,122,239,270,122,311.567535,57,9,63.245792,162.02562,28,40,162.02562
Calandrinia L.,120.881104,-28.433589,AUS,NA,2827939812,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2005,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,219.750702,111,393,6244.48584,355,72,283,295.092163,214,302.871857,129,205.392822,26.878841,6,42,77,20,66.757683,57
