species,decimalLongitude,decimalLatitude,countryCode,individualCount,gbifID,family,genus,taxonRank,scientificName,coordinateUncertaintyInMeters,year,basisOfRecord,institutionCode,collectionCode,occurrenceID,clade,CHELSA_BIOL_01,CHELSA_BIOL_02,CHELSA_BIOL_03,CHELSA_BIOL_04,CHELSA_BIOL_05,CHELSA_BIOL_06,CHELSA_BIOL_07,CHELSA_BIOL_08,CHELSA_BIOL_09,CHELSA_BIOL_10,CHELSA_BIOL_11,CHELSA_BIOL_12,CHELSA_BIOL_13,CHELSA_BIOL_14,CHELSA_BIOL_15,CHELSA_BIOL_16,CHELSA_BIOL_17,CHELSA_BIOL_18,CHELSA_BIOL_19
Calandrinia eremaea,150.79308,-31.93379,AUS,6,1916404416,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,6,2016,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,160.266876,89.313576,402.313568,4733.180664,267.266876,44.897503,222.317062,221.72876,91.266876,221.72876,91.266876,791.338867,103.330505,44.937241,28.432127,293.305115,144.453674,293.305115,144.453674
Calandrinia eremaea,150.102011,-34.164265,AUS,NA,1451705237,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,200,2005,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,121.999557,82,394.147919,4416.638184,227.241409,18.999561,208,176.145172,87.241417,181.241409,58.999561,983.422058,100.649605,64.63974,12.562599,286.385315,201.161087,286.243774,223.161087
Calandrinia eremaea,149.813402,-36.752568,AUS,NA,1451698278,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2003,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,160.390991,51.874935,343.182465,3323.901611,238.083466,87.307518,150.083466,197.390991,117.182449,207.208527,113.208534,737.549438,80.483948,44.067677,14.848855,225.634308,137.203033,189.816757,166.354172
Calandrinia eremaea,149.516687,-28.725657,AUS,NA,1451695231,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,100,2001,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,204,103,398.291901,5623.111816,323,64,259.480743,275,164.708099,275,120,560.124756,83.519264,30,33.708099,225.038528,90.583801,225.038528,106
Calandrinia eremaea,149.112298,-33.840108,AUS,NA,1451654287,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,200,2003,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,143.985992,91,379,5233.99707,266.287476,25.985994,241,213.000824,101.282257,214.287476,69.98819,676.819153,68.637024,50.007416,8.311097,190.594757,158.022247,185.925903,162.614777
Calandrinia calyptrata,149.734557,-36.883997,AUS,NA,1451571423,Montiaceae,Calandrinia,SPECIES,Calandrinia calyptrata Hook.f.,50,1997,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,146.053452,52,343.336334,3343.322998,224.389786,73.053444,151.147003,183.389786,102.242783,193.389786,99.053444,838.13623,97.774376,48.357437,20.853004,283.621216,146.888031,251.318069,170.729935
Calandrinia pickeringii,150.794213,-33.497037,AUS,NA,1451501717,Montiaceae,Calandrinia,SPECIES,Calandrinia pickeringii A.Gray,30,1990,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,174.740021,73.177612,389.177612,4066.672607,267.612274,78.740021,188.894943,228.612274,121.612274,228.612274,115.717331,962.761292,132.285614,35.38773,37.894943,387.574158,134.163177,387.574158,144.268234
Calandrinia pickeringii,151.03448,-32.798422,AUS,NA,1451500504,Montiaceae,Calandrinia,SPECIES,Calandrinia pickeringii A.Gray,1000,1992,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,164.092468,81,404,4265.41748,262.092468,60.848469,201.243988,219.092468,101.656105,219.092468,101.656105,740.408508,102.087433,28.689472,37.2589,292.647034,104.656311,292.647034,104.656311
Calandrinia calyptrata,147.834533,-33.098441,AUS,NA,1451474142,Montiaceae,Calandrinia,SPECIES,Calandrinia calyptrata Hook.f.,50,1986,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,171.534958,99,379,5778.665527,306.534943,45.339214,261,249,109,250.534958,92,485.365875,51.157978,33.100483,11.296227,143.177719,107.301453,138.881485,109.502426
Calandrinia eremaea,147.834533,-33.098441,AUS,NA,1451474122,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,50,1986,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,171.534958,99,379,5778.665527,306.534943,45.339214,261,249,109,250.534958,92,485.365875,51.157978,33.100483,11.296227,143.177719,107.301453,138.881485,109.502426
Calandrinia balonensis,147.784503,-29.715109,AUS,NA,1451473789,Montiaceae,Calandrinia,SPECIES,Calandrinia balonensis Lindl.,1000,1987,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,202,104,384.241211,6027.492676,329.805206,58.241211,271.805206,279.342804,127.797394,279.342804,113.805222,480.368134,67.610756,27.296385,27.657185,179.175079,85.249954,179.175079,93.276367
Calandrinia eremaea,147.769812,-33.409049,AUS,NA,1073897209,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,100,2001,PRESERVED_SPECIMEN,NSW Office of Environment and Heritage,BioNet Atlas of NSW Wildlife,NA,Calandrinia,168.578735,98,377.509003,5763.648438,303.624268,43.133282,260.490997,245.624283,121.970177,247.578735,89.133286,519.825256,51.435902,39.417896,7.614739,149.798706,121.551224,135.078232,123.079903
Calandrinia eremaea,151.220572,-29.952892,AUS,NA,1073843911,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2004,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,152.847351,92,410,4724.094727,258.026611,33.014534,225.002472,212.014542,99.844879,212.014542,82.844879,740.564209,96.167191,38.169655,28.842413,278.501556,131.131912,278.501556,139.933197
Calandrinia eremaea,151.013162,-29.938938,AUS,NA,1073841192,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2003,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,164.717865,94.903732,409,4869.96875,272.717865,40.954987,231,225.717865,118.017258,225.717865,91.954987,735.687317,91.407997,37.237125,28.918739,270.379852,122.215637,270.379852,140.675308
Calandrinia eremaea,150.869321,-30.014762,AUS,NA,1073840439,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2003,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,166.603561,96,408.212799,4953.599121,276.603577,42.480858,234.745255,229.390762,184.390762,229.390762,93.603569,768.446228,96.935089,39.090092,27.212799,279.22467,133.392975,279.22467,152.806183
Calandrinia eremaea,150.874486,-30.037949,AUS,NA,1073839804,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2003,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,159.130234,95.524597,408.979736,4920.81543,268.167419,35.13023,233.544861,221.150482,176.150482,221.150482,86.130226,835.71759,106.509354,43.837505,27.401037,307.055969,146.947403,307.055969,166.321579
Calandrinia eremaea,150.85503,-29.917639,AUS,NA,1073834006,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2003,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,176.551743,96,407.400024,4995.532715,286.903564,50.90358,236.527725,239.503555,120.479485,239.503555,102.551735,665.872864,90.014511,37.30368,29.279512,252.33992,119.559196,252.33992,121.111008
Calandrinia pickeringii,151.473429,-32.489296,AUS,NA,1073738648,Montiaceae,Calandrinia,SPECIES,Calandrinia pickeringii A.Gray,10,2006,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,155.590485,77.934723,400.934723,4131.550293,249.590485,55.590481,194,209.590485,100.789307,209.590485,95.052338,1207.898682,158.85437,56.831341,31.512049,445.227844,187.287186,445.227844,202.443832
Calandrinia eremaea,149.644731,-30.489177,AUS,1,1073436019,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2001,PRESERVED_SPECIMEN,NSW Office of Environment and Heritage,BioNet Atlas of NSW Wildlife,NA,Calandrinia,188,97,393,5435.303711,305,58,247,258,146.721313,258,109,610.792725,92.930908,34.115456,31,244.698578,111.769089,244.698578,122
Calandrinia eremaea,149.9542,-32.077039,AUS,NA,1073404618,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2004,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,164.020828,93.98484,396,5081.330566,279.020813,43.020824,236,230.041656,90.754478,230.041656,90.754478,579.90448,78.777496,32.005665,29.393496,218.646149,96.016991,218.646149,96.016991
Calandrinia eremaea,149.826811,-31.077023,AUS,NA,1073390759,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2003,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,177.935257,96,393.798889,5309.804199,294.935242,51.734146,243,246.935257,137.201111,246.935257,100.935249,630.381836,91.063423,34.072826,30.798893,249.658554,107.218483,249.658554,115.604538
Calandrinia eremaea,149.579557,-31.009581,AUS,NA,1073390697,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2003,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,170.93634,95,392,5347.08252,288.896027,44.936337,244,240.552429,137.074173,240.552429,93.936333,677.56604,90.852928,43.190994,23.063665,244.024185,135.156235,244.024185,146.725601
Calandrinia eremaea,149.299381,-31.133973,AUS,NA,1073390510,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2003,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,166.309601,96,389.442535,5407.088867,286.061737,40.309601,245.557449,236.55484,182.309601,236.55484,88.309601,755.562073,105.157188,44.3946,25.002609,281.516907,142.186417,281.516907,166.019028
Calandrinia eremaea,149.154934,-31.005112,AUS,NA,1073390129,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2003,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,179.989471,96,387,5511.652344,300,51.989464,249,251.891098,143.414841,251.891098,100.086212,628.18457,86.891098,42,22.891096,229.782196,129.108902,229.782196,135.936493
Calandrinia eremaea,149.003609,-31.006539,AUS,NA,1073389706,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2003,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,181.73201,97,387,5573.687012,303.732025,51.986576,251.695343,253.986572,138.73201,253.986572,101.732018,651.312683,91.890724,42.318081,24.267984,241.099518,129.954239,241.099518,135.940811
Calandrinia eremaea,149.010972,-31.160846,AUS,NA,1073389672,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2003,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,173.905136,97,387.035828,5533.014648,296.035828,45.869297,250,245.905136,130.905136,245.905136,94.869301,653.161133,93.712372,42.297237,24.951361,245.888504,131.499603,245.888504,135.19136
Calandrinia eremaea,149.200043,-31.087371,AUS,NA,1073389013,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2003,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,176.506607,96,387.015381,5481.54834,296.506592,49.028587,248,248.028595,164.781723,248.028595,97.506607,630.886475,89.436218,41.003586,24.478016,236.354034,127.576714,236.354034,133.958206
Calandrinia eremaea,149.137947,-31.099231,AUS,NA,1073388937,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2003,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,173.538513,96,388,5489.71582,294.495605,45.929535,248,244.901978,185.408646,244.901978,94.538513,755.927368,105.247749,47.645329,24.070465,278.53186,151.666321,278.53186,164.258896
Calandrinia eremaea,149.90103,-31.130372,AUS,NA,1073386971,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2003,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,173.580429,96,395.558472,5270.109375,289.626434,47.580433,242.441513,241.626434,133.021942,241.626434,96.626442,673.787292,91.967979,41.66217,26.640425,255.751038,129.068451,255.751038,132.23233
Calandrinia eremaea,149.99365,-31.010593,AUS,NA,1073386633,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2003,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,174.782608,96,395.569489,5255.945312,290.412292,48.412292,242,242.842804,191.412292,242.842804,98.412292,657.604431,87.115578,37.587708,25.754826,246.082977,117.517952,246.082977,142.439178
Calandrinia eremaea,149.003432,-31.184363,AUS,NA,1073385786,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2003,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,171.85733,97,388,5528.487793,294.293762,43.928665,250,244.265717,129.265717,244.265717,92.90062,657.893799,96.464745,41.857605,26.436426,252.858429,130.691269,252.858429,135.449493
Calandrinia eremaea,149.961409,-31.156599,AUS,NA,1073385721,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2003,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,177.64212,96,395,5268.765137,293.64212,50.917301,243,245.88591,193.64212,245.88591,100.885902,579.017395,77.921608,34.838909,26,219.040009,110.516731,219.040009,117.342285
Calandrinia eremaea,149.987292,-31.020903,AUS,NA,1073385242,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2003,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,174.041,96,395.983612,5255.147461,290.032684,48.024605,242,242.041,191.024612,242.041,98.024605,656.712402,85.958992,38.96706,24.991932,242.885178,119.909447,242.885178,143.950516
Calandrinia eremaea,149.109325,-31.154888,AUS,NA,1073384336,Montiaceae,Calandrinia,SPECIES,Calandrinia eremaea Ewart,10,2003,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,171.658493,96,387.661255,5491.333984,293.022675,44.658485,248.955582,243.658493,187.658493,243.658493,92.728348,691.411926,97.790848,42.654804,24.635824,258.692322,137.670105,258.692322,150.79364
Calandrinia calyptrata,150.375986,-35.163785,AUS,NA,1071973072,Montiaceae,Calandrinia,SPECIES,Calandrinia calyptrata Hook.f.,100,2001,PRESERVED_SPECIMEN,NSW Dept of Planning, Industry and Environment,BioNet Atlas of NSW Wildlife,Calandrinia,151.853043,61.364853,364.912659,3691.820068,236.305237,67.305237,169,190.305237,122.853043,202.305237,98.853043,1235.615723,153.367081,67.550026,25.862494,454.021881,203.562744,422.511536,251.035934
Portulaca L.,150.93,-33.93,AUS,NA,2829096177,Portulacaceae,Portulaca,GENUS,Portulaca L.,1000,1989,PRESERVED_SPECIMEN,NSW,NSW,NA,Portulaca,178,61.883175,366.883179,3721.751709,260,92.107094,167.883179,215.107086,149,227.107086,123.116829,846.651611,100.726295,42.116825,25.883175,297.145355,132.350479,286.088043,169.570068
Portulaca L.,150.93,-33.93,AUS,NA,2827544320,Portulacaceae,Portulaca,GENUS,Portulaca L.,1000,1989,PRESERVED_SPECIMEN,NSW,NSW,NA,Portulaca,178,61.883175,366.883179,3721.751709,260,92.107094,167.883179,215.107086,149,227.107086,123.116829,846.651611,100.726295,42.116825,25.883175,297.145355,132.350479,286.088043,169.570068
Portulaca L.,150.93,-33.93,AUS,NA,2438367286,Portulacaceae,Portulaca,GENUS,Portulaca L.,1000,1989,PRESERVED_SPECIMEN,NSW,NSW,NA,Portulaca,178,61.883175,366.883179,3721.751709,260,92.107094,167.883179,215.107086,149,227.107086,123.116829,846.651611,100.726295,42.116825,25.883175,297.145355,132.350479,286.088043,169.570068
Portulaca L.,151.934672,-27.390638,AUS,NA,2826781094,Portulacaceae,Portulaca,GENUS,Portulaca L.,NULL,1999,PRESERVED_SPECIMEN,DNA,DNA,NA,Portulaca,179.713943,95,443.359863,4145.220703,277.263672,62.507477,215,230.713943,123.507477,230.713943,116.507477,750.102478,100.767769,35.682396,37.603657,288.144135,114.369728,288.144135,122.692261
Portulaca L.,151.06527,-28.30119,AUS,NA,NULL,Portulacaceae,Portulaca,genus,Portulaca,100,2006,PreservedSpecimen,BRI,Herbrecs,urn:catalog:BRI:Herbrecs:AQ0726679,Portulaca,192.723129,98,422.40744,4752.867188,297.966431,65.966446,232,250.966446,144.384491,250.966446,120.592545,691.758301,95.141068,31.65966,39.112747,282.641846,101.915573,282.641846,102.541679
Portulaca L.,153.113791,-27.085297,AUS,NA,NULL,Portulacaceae,Portulaca,genus,Portulaca,100,2001,PreservedSpecimen,BRI,Herbrecs,urn:catalog:BRI:Herbrecs:AQ0499000,Portulaca,208.718918,67.828209,407.828217,3417.124512,281.595398,115.123505,165.951706,250.951706,183,250.951706,157,1364.953979,182.296112,39.452877,40.595413,538.764832,129.235123,538.764832,226.201874
Portulaca L.,152.077,-27.264,AUS,NA,NULL,Portulacaceae,Portulaca,genus,Portulaca,100,2008,PreservedSpecimen,BRI,Herbrecs,urn:catalog:BRI:Herbrecs:AQ0728549,Portulaca,175.792969,94,445.796539,4046.001221,271.996429,60.916569,211,224.832687,121.159744,225.792969,114.792976,883.18811,128.111191,31.286896,47.836697,383.886932,101.860687,379.943054,116.493919
Portulaca L.,150.114704,-26.654723,AUS,NA,NULL,Portulacaceae,Portulaca,genus,Portulaca,100,2008,PreservedSpecimen,BRI,Herbrecs,urn:catalog:BRI:Herbrecs:AQ0728554,Portulaca,204.014084,98,415,4903.360352,311.696747,75,236.732712,265,172,265,129,623.272156,90.952003,26.303251,43.064133,265.574646,79.606499,265.574646,100.651695
Portulaca L.,151.934558,-27.39072,AUS,NA,NULL,Portulacaceae,Portulaca,genus,Portulaca,100,1999,PreservedSpecimen,BRI,Herbrecs,urn:catalog:BRI:Herbrecs:AQ0667708,Portulaca,179.679001,95,443.36969,4145.12793,277.22168,62.467041,215,230.679001,123.467041,230.679001,116.467041,750.667053,100.875343,35.705952,37.615044,288.407959,114.454132,288.407959,122.790405
Portulaca L.,151.934672,-27.390638,AUS,NA,NULL,Portulacaceae,Portulaca,genus,Portulaca,NULL,1999,PreservedSpecimen,DNA,DNA,DNA:DNA:DNA D0195201,Portulaca,179.713791,95,443.359924,4145.220215,277.263519,62.507343,215,230.713791,123.507339,230.713791,116.507339,750.104675,100.768265,35.682457,37.603752,288.145264,114.369904,288.145264,122.692436
Portulaca L.,152.077,-27.264,AUS,NA,NULL,Portulacaceae,Portulaca,genus,Portulaca,100,2008,PreservedSpecimen,BRI,Herbrecs,urn:catalog:BRI:Herbrecs:AQ0728551,Portulaca,175.792969,94,445.796539,4046.001221,271.996429,60.916569,211,224.832687,121.159744,225.792969,114.792976,883.18811,128.111191,31.286896,47.836697,383.886932,101.860687,379.943054,116.493919
Portulaca L.,151.963085,-27.370614,AUS,NA,NULL,Portulacaceae,Portulaca,genus,Portulaca,100,2008,PreservedSpecimen,BRI,Herbrecs,urn:catalog:BRI:Herbrecs:AQ0728548,Portulaca,179.877441,95,443.126312,4130.928711,277.790405,62.916718,214.873703,229.956985,151.790421,230.877441,116.916718,696.357971,90.074806,34.122555,33.916718,261.391754,106.281631,260.357208,124.452705
Portulaca bicolor,151.009722,-31.006944,AUS,NA,2437076583,Portulacaceae,Portulaca,SPECIES,Portulaca bicolor F.Muell.,NULL,1994,PRESERVED_SPECIMEN,NE,NE,NA,Portulaca,153.347855,90,398.467102,4835.325684,259.814941,34.131538,225.316528,215.347855,169.031281,215.347855,82.031326,812.755859,108.634003,43.467293,27.683466,307.851562,144.668655,307.851562,155.316895
Portulaca bicolor,150.9075,-30.93,AUS,NA,2436768694,Portulacaceae,Portulaca,SPECIES,Portulaca bicolor F.Muell.,10,2013,PRESERVED_SPECIMEN,DNA,DNA,NA,Portulaca,167.562302,91,396.569305,4937.853516,275.180206,46.131626,229,230.562302,183.562302,230.562302,94.562309,660.310669,84.250473,32.95142,26.465406,239.286285,105.90284,239.286285,140.286285
Portulaca bicolor,151.166667,-29.833333,AUS,NA,2434949148,Portulacaceae,Portulaca,SPECIES,Portulaca bicolor F.Muell.,NULL,1992,PRESERVED_SPECIMEN,NE,NE,NA,Portulaca,158.9664,93.249649,411,4763.779785,265.216064,37.9664,227.483139,218.9664,105.216049,218.9664,88.216049,834.23877,118.134407,37.516865,37.267082,347.369598,123.067329,347.369598,135.584061
Portulaca bicolor,151.183333,-29.833333,AUS,NA,2827141569,Portulacaceae,Portulaca,SPECIES,Portulaca bicolor F.Muell.,NULL,1993,PRESERVED_SPECIMEN,NE,NE,NA,Portulaca,158.017303,93,411,4752.668945,264.250824,37.017296,227,218.017303,104.500565,218.017303,87.500565,853.582581,122.550255,37.483265,38.03352,359.383728,123.96653,359.383728,135.950302
Portulaca bicolor,150.8,-30.233333,AUS,NA,2827177374,Portulacaceae,Portulaca,SPECIES,Portulaca bicolor F.Muell.,NULL,1977,PRESERVED_SPECIMEN,NE,NE,NA,Portulaca,158.249847,95,406.249664,4961.665039,268.499603,34.249855,234,220.982788,154.234741,220.982788,85.249855,742.454407,94.983559,42.23341,26.233501,270.500885,136.916443,270.500885,144.667999
Portulaca bicolor,150.916667,-30.933333,AUS,NA,2827116565,Portulacaceae,Portulaca,SPECIES,Portulaca bicolor F.Muell.,NULL,1993,PRESERVED_SPECIMEN,NE,NE,NA,Portulaca,163.716232,91,396.750336,4921.530762,271.216797,42.466572,228.750214,226.716232,179.716232,226.716232,90.983307,700.069641,87.533295,33.766647,27.249783,251.350372,108.299942,251.350372,149.800644
Portulaca bicolor,151.565278,-29.3125,AUS,NA,2827160074,Portulacaceae,Portulaca,SPECIES,Portulaca bicolor F.Muell.,NULL,1996,PRESERVED_SPECIMEN,NE,NE,NA,Portulaca,160.333496,94,423,4527.23291,262.333496,41.333488,221,216.983307,176.333496,216.983307,92.333488,655.859802,81.649811,30.32217,27.966608,240.249069,114.599632,240.249069,135.078003
Portulaca bicolor,151.133333,-29.816667,AUS,NA,2827136552,Portulacaceae,Portulaca,SPECIES,Portulaca bicolor F.Muell.,NULL,1992,PRESERVED_SPECIMEN,NE,NE,NA,Portulaca,162.499313,94,410.750336,4794.379883,269.499298,40.49931,229,222.499313,108.499313,222.499313,91.499313,798.909485,113.967934,35.750343,37.233559,333.903809,117.734375,333.903809,126.751724
Portulaca bicolor,151.433333,-29.483333,AUS,NA,2827157885,Portulacaceae,Portulaca,SPECIES,Portulaca bicolor F.Muell.,NULL,1992,PRESERVED_SPECIMEN,NE,NE,NA,Portulaca,160.267044,93,418,4606.333984,263.766479,40.766479,223,217.766479,107.766479,217.766479,91.516785,672.154968,90.183876,31.233521,34.449741,264.017456,106.068169,264.017456,114.168678
Portulaca bicolor,150.922778,-29.944444,AUS,NA,2827247382,Portulacaceae,Portulaca,SPECIES,Portulaca bicolor F.Muell.,NULL,2001,PRESERVED_SPECIMEN,NE,NE,NA,Portulaca,164.892075,95.749817,409,4917.674805,274.550232,41.366833,233.183411,226.892075,109.550247,226.892075,92.504356,808.036072,112.595459,40.49564,32.679058,321.948914,128.895523,321.948914,141.486923
Portulaca bicolor,150.92,-30.93,AUS,NA,2829118063,Portulacaceae,Portulaca,SPECIES,Portulaca bicolor F.Muell.,NULL,1993,PRESERVED_SPECIMEN,NSW,NSW,NA,Portulaca,163.089706,91,396.923767,4916.851562,270.937103,42.013466,228.92363,226.089706,179.089706,226.089706,90.930161,706.108215,87.986404,33.993202,27.076376,252.883087,108.979607,252.883087,150.827118
Portulaca filifolia,151.019359,-27.222786,AUS,NA,NULL,Portulacaceae,Portulaca,species,Portulaca filifolia F.Muell.,100,1995,PreservedSpecimen,BRI,Herbrecs,urn:catalog:BRI:Herbrecs:AQ0583392,Portulaca,197,98,429,4595.235352,301,73,229,254,166,254,127,623.285889,91.657181,28.657181,40.342819,253.657181,88.657181,253.657181,96.314362
Portulaca filifolia,150.19558,-27.337947,AUS,NA,NULL,Portulacaceae,Portulaca,species,Portulaca filifolia F.Muell.,100,2011,PreservedSpecimen,BRI,Herbrecs,urn:catalog:BRI:Herbrecs:AQ0817885,Portulaca,204,100,410,5112.118652,315,71,244,267,170,267,126,597.923767,83.950455,28,38.950451,245.887299,84,245.887299,103
Portulaca filifolia,151.236944,-28.039444,AUS,NA,NULL,Portulacaceae,Portulaca,species,Portulaca filifolia F.Muell.,100,1995,PreservedSpecimen,BRI,Herbrecs,urn:catalog:BRI:Herbrecs:AQ0635439,Portulaca,188.04985,97,427,4585.687012,291.099701,64.099693,227,244.099686,155.099686,244.099686,118.049843,630.106079,79.64463,33.733521,28,222.933884,105.183113,222.933884,123.122467
Portulaca australis,152.341556,-27.635056,AUS,NA,NULL,Portulacaceae,Portulaca,species,Portulaca australis Endl.,100,2004,PreservedSpecimen,BRI,Herbrecs,urn:catalog:BRI:Herbrecs:AQ0763564,Portulaca,198.652603,92.496498,438.846069,4040.167725,293.806519,83.310028,210.652603,248.153931,170.652603,248.153931,136.652603,766.401917,105.081749,29.347401,42.342575,311.58783,90.741348,311.58783,115.857895
Portulaca bicolor,152.460556,-27.232778,AUS,NA,NULL,Portulacaceae,Portulaca,species,Portulaca bicolor F.Muell.,100,2010,PreservedSpecimen,BRI,Herbrecs,urn:catalog:BRI:Herbrecs:AQ0792635,Portulaca,198.3685,90,439.579041,3920.755127,291.3685,86.404602,204.873703,245.494812,171.3685,246.951874,138.951874,1043.146118,159.703949,35.676243,47.706982,456.125519,109.461731,448.764709,151.764435
Portulaca australis,150.74445,-28.635362,AUS,NA,NULL,Portulacaceae,Portulaca,species,Portulaca australis Endl.,100,2006,PreservedSpecimen,BRI,Herbrecs,urn:catalog:BRI:Herbrecs:AQ0614485,Portulaca,198.273254,101,417,5027.994141,309,67,242,261,131,261,123,598.581055,80.149178,31.767508,34,232.298355,102.108414,232.298355,103.984329
Portulaca australis,151.368417,-28.706889,AUS,NA,NULL,Portulacaceae,Portulaca,species,Portulaca australis Endl.,100,2013,PreservedSpecimen,BRI,Herbrecs,urn:catalog:BRI:Herbrecs:AQ0835252,Portulaca,174.889603,97,427.036804,4595.788574,278.303375,52.114891,226.188492,231.388062,121.889595,231.388062,105.303391,741.456909,98.423508,37.217289,33.72683,281.72113,120.195145,281.72113,125.741486
