"species","decimalLongitude","decimalLatitude","countryCode","individualCount","gbifID","family","genus","taxonRank","scientificName","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","collectionCode","occurrenceID","clade","CHELSA_BIOL_01","CHELSA_BIOL_02","CHELSA_BIOL_03","CHELSA_BIOL_04","CHELSA_BIOL_05","CHELSA_BIOL_06","CHELSA_BIOL_07","CHELSA_BIOL_08","CHELSA_BIOL_09","CHELSA_BIOL_10","CHELSA_BIOL_11","CHELSA_BIOL_12","CHELSA_BIOL_13","CHELSA_BIOL_14","CHELSA_BIOL_15","CHELSA_BIOL_16","CHELSA_BIOL_17","CHELSA_BIOL_18","CHELSA_BIOL_19","MAT","BasisOfRecord"
"Portulaca halimoides",-110.978333,27.954167,"MEX","1","2630175301","Portulacaceae","Portulaca","SPECIES","Portulaca halimoides L.","NULL",1984,"PRESERVED_SPECIMEN","UAZ","ARIZ","NA","Portulaca",243.883255,65.001961,323.266998,5022.31543,335,134.998047,200.001953,308.88327,247,308.88327,175.883255,247.084686,60.11087,1,100.664589,173.203018,5,173.203018,43.694569,24.3883255,NA
"Portulaca suffrutescens",-110.978333,27.954167,"MEX","1","2630175318","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",1984,"PRESERVED_SPECIMEN","UAZ","ARIZ","NA","Portulaca",243.883255,65.001961,323.266998,5022.31543,335,134.998047,200.001953,308.88327,247,308.88327,175.883255,247.084686,60.11087,1,100.664589,173.203018,5,173.203018,43.694569,24.3883255,NA
"Portulaca halimoides",-104.208333,28.058333,"MEX","2","1893770588","Portulacaceae","Portulaca","SPECIES","Portulaca halimoides L.","NULL",1972,"PRESERVED_SPECIMEN","IBUNAM","MEXU","NA","Portulaca",198,124,410,5748.850586,339.266998,36,303,240.766434,162.266998,267,110.266991,382.499512,80.483315,4,92.483315,238.982819,16,126,29,19.8,NA
"Portulaca umbraticola",-108.9375,28.36667,"MEX","NA","2422379564","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",1966,"PRESERVED_SPECIMEN","UCR","NA","NA","Portulaca",156.016708,128,448,5148.535156,300.491516,16.016701,284.991943,216,174.491516,221,85.016701,746.38324,201.841629,8.016701,99.966599,563.408569,25.033401,453.699951,126.849693,15.6016708,NA
"Portulaca suffrutescens",-109.55,28.56944,"MEX","NA","2807633429","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",1998,"PRESERVED_SPECIMEN","PRC","TEX","NA","Portulaca",234.816116,131.410568,439.150482,5530.646484,386.327789,86.888847,299,298.327789,255.327805,303.738373,157.405548,525.768738,153.228867,5,107.516701,419.096527,16.516701,338.602264,81,23.4816116,NA
"Portulaca umbraticola",-109.53333,28.46667,"MEX","NA","2424829486","Portulacaceae","Portulaca","SUBSPECIES","Portulaca umbraticola subsp. lanceolata J.F.Matthews & Ketron","NULL",1986,"PRESERVED_SPECIMEN","SD","NA","NA","Portulaca",237.750305,131,440.48288,5486.050781,387.750305,90,298,300.750305,258,305.750305,160.750305,492.238281,143.352325,3.766819,108.517097,395.988556,13.050739,317.255951,81.965797,23.7750305,NA
"Portulaca suffrutescens",-109.53333,28.46667,"MEX","NA","2424829522","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",1986,"PRESERVED_SPECIMEN","SD","NA","NA","Portulaca",237.750305,131,440.48288,5486.050781,387.750305,90,298,300.750305,258,305.750305,160.750305,492.238281,143.352325,3.766819,108.517097,395.988556,13.050739,317.255951,81.965797,23.7750305,NA
"Portulaca umbraticola",-106.237396,28.535244,"MEX","1","1418009714","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",2010,"PRESERVED_SPECIMEN","FZ-UACH","FZUACH","NA","Portulaca",175.775192,129.753418,418,5578.389648,325.775177,16.02177,310,232.775192,137.775192,246.050949,93.029182,377.492554,91.838104,4,105.687637,270.768311,12,90.187057,31,17.5775192,NA
"Portulaca halimoides",-106.305992,28.529648,"MEX","1","1418009449","Portulacaceae","Portulaca","SPECIES","Portulaca halimoides L.","NULL",2010,"PRESERVED_SPECIMEN","FZ-UACH","FZUACH","NA","Portulaca",145.31778,129,424.738251,5453.959473,293.258362,-11.741631,304.261749,202.31778,107.258369,213.31778,65.243301,539.60321,123.88707,6.797662,99.246681,364.735687,21.333574,286.926483,53.607735,14.531778,NA
"Portulaca umbraticola",-106.292656,28.520622,"MEX","1","1418009564","Portulacaceae","Portulaca","SPECIES","Portulaca coronata Small","NULL",2009,"PRESERVED_SPECIMEN","FZ-UACH","FZUACH","NA","Portulaca",146.99321,129,424.003448,5456.945312,293.994965,-10.404769,304.996552,203.99321,108.59523,214.989777,65.998413,575.953735,132.984711,7,99.795967,392.550964,22,308.555847,56.193638,14.699321,NA
"Portulaca suffrutescens",-113.62402,28.52202,"MEX","NA","2424829922","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2009,"PRESERVED_SPECIMEN","SD","NA","NA","Portulaca",172.361877,115.840874,445.840881,5114.847656,309.361877,50.054363,259,121.361877,200.361877,246.361877,106.361877,135.703766,29.99309,0,73.416985,69.927986,0,26.517916,64.827057,17.2361877,NA
"Portulaca suffrutescens",-113.57408,28.53756,"MEX","NA","2424829560","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2012,"PRESERVED_SPECIMEN","SD","NA","NA","Portulaca",158.221756,114,441.993927,5130.079102,294.221741,36.230675,257.991089,107.230675,185.857773,232.221756,92.230675,120.68222,24.491606,0,69.372902,57.356113,0,25.864508,53.983212,15.8221756,NA
"Portulaca halimoides",-113.57408,28.53756,"MEX","NA","2424829432","Portulacaceae","Portulaca","SPECIES","Portulaca halimoides L.","NULL",2012,"PRESERVED_SPECIMEN","SD","NA","NA","Portulaca",158.221756,114,441.993927,5130.079102,294.221741,36.230675,257.991089,107.230675,185.857773,232.221756,92.230675,120.68222,24.491606,0,69.372902,57.356113,0,25.864508,53.983212,15.8221756,NA
"Portulaca umbraticola",-113.58318,28.53671,"MEX","NA","2424829390","Portulacaceae","Portulaca","SUBSPECIES","Portulaca umbraticola subsp. lanceolata J.F.Matthews & Ketron","NULL",2012,"PRESERVED_SPECIMEN","SD","NA","NA","Portulaca",156.832886,114.036301,442.584747,5117.779297,292.791107,35.26149,258,106.26149,184.297791,230.832886,91.26149,136.972275,28.514559,0,70.542976,66.572098,0,29,62.457722,15.6832886,NA
"Portulaca halimoides",-105.525,28.608333,"MEX","2","1893770589","Portulacaceae","Portulaca","SPECIES","Portulaca halimoides L.","NULL",1986,"PRESERVED_SPECIMEN","IBUNAM","MEXU","NA","Portulaca",203.20134,128.483292,403,5940.905273,354.951599,36.201332,319,262.45105,165.20134,277.684631,113.451042,426.528534,93.649117,5,90.799797,273.680359,22,100.39827,48.532829,20.320134,NA
"Portulaca umbraticola",-110.924444,29.190278,"MEX","1","1893593482","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",1996,"PRESERVED_SPECIMEN","DICTUS-USON","USON","NA","Portulaca",237.808594,123.204247,417,5847.476074,384.012848,87.808601,295.729248,308.66275,256.012848,311.66275,155.662766,346.460724,90.432823,2,102.299835,266.919312,7,178.1073,81.045494,23.7808594,NA
"Portulaca umbraticola",-95.59982,29.25655,"USA","NA","2807236292","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",2013,"PRESERVED_SPECIMEN","PRC","TEX","NA","Portulaca",210,70,303.139771,5657.151855,316,84.697273,231.302719,269,162,282,129,1212.27478,143.701263,68.67807,20,390.402527,217.894455,315.5383,264.166962,21,NA
"Portulaca umbraticola",-106.42056,29.44889,"MEX","2","1893775824","Portulacaceae","Portulaca","SUBSPECIES","Portulaca umbraticola subsp. lanceolata J.F.Matthews & Ketron","390",1986,"PRESERVED_SPECIMEN","IBUNAM","MEXU","NA","Portulaca",173.0495,129,404.9505,6034.571777,329.0495,10.049502,319,237.0495,131.030518,249.0495,84.0495,376.865082,89.265533,3,104.9505,265.105499,13,217.531067,22,17.30495,NA
"Portulaca suffrutescens",-104.108333,29.491667,"USA","1","1699345259","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",1993,"PRESERVED_SPECIMEN","UTEP","Plant specimens","NA","Portulaca",197.484436,125,385.49942,6602.203613,349.734161,25.734152,324.750305,276.348175,143.744965,278.484436,98.734154,317.818268,46.999981,13.75027,47,132.266968,44.250813,131.999939,46.783756,19.7484436,NA
"Portulaca halimoides",-104.108333,29.491667,"USA","1","1699345217","Portulacaceae","Portulaca","SPECIES","Portulaca halimoides L.","NULL",1993,"PRESERVED_SPECIMEN","UTEP","Plant specimens","NA","Portulaca",197.484436,125,385.49942,6602.203613,349.734161,25.734152,324.750305,276.348175,143.744965,278.484436,98.734154,317.818268,46.999981,13.75027,47,132.266968,44.250813,131.999939,46.783756,19.7484436,NA
"Portulaca suffrutescens",-109.2917,29.53889,"MEX","NA","2270529440","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",1994,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",183.945297,131,427.487305,5864.104004,342.453339,34.8512,307.512695,252.034729,205.453339,258.851196,103.034721,718.946167,197.614304,8.089431,97.397865,532.243164,26.268293,428.129852,148.344498,18.3945297,NA
"Portulaca umbraticola",-109.2917,29.53889,"MEX","NA","2270528990","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",1994,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",183.945297,131,427.487305,5864.104004,342.453339,34.8512,307.512695,252.034729,205.453339,258.851196,103.034721,718.946167,197.614304,8.089431,97.397865,532.243164,26.268293,428.129852,148.344498,18.3945297,NA
"Portulaca umbraticola",-110.93333,29.63333,"MEX","NA","2807517126","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",1985,"PRESERVED_SPECIMEN","PRC","TEX","NA","Portulaca",232.250107,128,417,6024.549805,386,80,306,304,252,309,148,358.717255,97.267769,2,101.517097,269.267761,7.266991,201.535538,75.948921,23.2250107,NA
"Portulaca suffrutescens",-109.610278,29.658333,"MEX","1","1895932901","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2006,"PRESERVED_SPECIMEN","DICTUS-USON","USON","NA","Portulaca",211.863052,131,420.483307,6029.689453,372.863068,60.863056,312,281.863068,233.863052,288.863068,128.370285,448.727417,135.436905,7,101.766655,338.210754,22,296.640472,80,21.1863052,NA
"Portulaca umbraticola",-109.620278,29.662222,"MEX","1","1895931266","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",2006,"PRESERVED_SPECIMEN","DICTUS-USON","USON","NA","Portulaca",212.015244,131,420.016632,6033.816895,373,61.015251,312,282.015259,234.916656,289,128.998611,436.751282,129.368027,6.09859,101.001389,329.404053,20.19718,281.919342,80,21.2015244,NA
"Portulaca suffrutescens",-109.221639,29.942794,"MEX","NA","1846532223","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","1000",1988,"PRESERVED_SPECIMEN","DES","NA","NA","Portulaca",179.49556,131,418,6079.702637,340.147583,27.54771,312.599854,250.147568,202.147568,257.495575,95.467728,521.283081,131.920013,4.079979,95.947853,390.150696,15.212106,281.371338,113.072311,17.949556,NA
"Portulaca suffrutescens",-109.554722,29.84,"MEX","1","1895932841","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2011,"PRESERVED_SPECIMEN","DICTUS-USON","USON","NA","Portulaca",201.149597,131,418,6096.718262,362.149597,49.46632,312.683289,272.149597,223.4505,279.149597,116.466316,498.531036,155.803284,7,102.432312,369.241516,22.350847,339.923309,84.020027,20.1149597,NA
"Portulaca suffrutescens",-109.641389,29.956111,"MEX","1","1895932919","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2010,"PRESERVED_SPECIMEN","DICTUS-USON","USON","NA","Portulaca",202.787445,130,415,6166.462402,364.449982,50.449978,314,274.449982,225.449982,281.787445,117.449982,468.187531,150.350082,6,102.800064,338.075012,20,325.700165,77.862473,20.2787445,NA
"Portulaca suffrutescens",-109.481667,29.928611,"MEX","1","1895932930","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2010,"PRESERVED_SPECIMEN","DICTUS-USON","USON","NA","Portulaca",162.986069,130.73082,422.347443,6017.892578,321.688568,12.341016,308.666718,234.021881,183.971924,239.986069,80.036026,564.62616,141.553711,5.014154,95,418.348297,17.361605,302.774017,123.049843,16.2986069,NA
"Portulaca umbraticola",-97.805578,30.277644,"USA","NA","1930745313","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",2012,"PRESERVED_SPECIMEN","NY","NY","NA","Portulaca",201.013336,96.127312,329.02533,6719.63916,342.281311,50.01334,293,262.140656,104.140656,290.140656,104.140656,897.651062,108.80732,48.961319,28,309.313904,158.036606,164.112625,158.036606,20.1013336,NA
"Portulaca suffrutescens",-109.55989,30.28313,"MEX","NA","2270529558","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2017,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",147.848053,129,416.497375,6162.387207,307.188263,-3.48185,310.670105,221.355728,169.188248,227.188248,63.015537,548.588623,163.883484,6.507676,95.83252,380.847168,21.523027,350.604523,111.157013,14.7848053,NA
"Portulaca suffrutescens",-104.06438,30.32918,"USA","NA","2807252071","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2012,"PRESERVED_SPECIMEN","PRC","TEX","NA","Portulaca",165.205063,123,379,6808.069824,319.205078,-4.794931,324,244.205063,118,250.205063,65.20507,431.20105,75.7911,10,70.79493,224.391632,32,206.413788,46,16.5205063,NA
"Portulaca suffrutescens",-108.125,30.375,"MEX","1","1893774781","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",1972,"PRESERVED_SPECIMEN","IBUNAM","MEXU","NA","Portulaca",159,128,402,6296.516602,320.483276,2.483276,318,230.733002,186.483276,240.483276,70,426.699585,114.733009,6,102,329.200134,18,247.466019,62.733009,15.9,NA
"Portulaca suffrutescens",-104.0625,30.5333,"USA","NA","1843810601","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","500",1990,"PRESERVED_SPECIMEN","UNM","Vascular Plants","NA","Portulaca",151.495651,123,378.991852,6827.512695,305.495667,-17.512482,323.016693,231.983353,103.495659,237.495651,51.495659,453.833221,83.487457,9,76.520866,247.437775,29,232.958206,41.437408,15.1495651,NA
"Portulaca umbraticola",-104.0625,30.5333,"USA","NA","1843810647","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","500",1990,"PRESERVED_SPECIMEN","UNM","Vascular Plants","NA","Portulaca",151.495651,123,378.991852,6827.512695,305.495667,-17.512482,323.016693,231.983353,103.495659,237.495651,51.495659,453.833221,83.487457,9,76.520866,247.437775,29,232.958206,41.437408,15.1495651,NA
"Portulaca umbraticola",-104.0625,30.533333,"USA","1","1611938158","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",1990,"PRESERVED_SPECIMEN","UTEP","Plant specimens","NA","Portulaca",151.483917,123,378.991913,6827.461914,305.483917,-17.524162,323.016693,231.967789,103.48391,237.483917,51.48391,453.8255,83.491348,9,76.524757,247.441803,29,232.966003,41.425728,15.1483917,NA
"Portulaca suffrutescens",-104.0625,30.533333,"USA","1","1611938145","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",1990,"PRESERVED_SPECIMEN","UTEP","Plant specimens","NA","Portulaca",151.483917,123,378.991913,6827.461914,305.483917,-17.524162,323.016693,231.967789,103.48391,237.483917,51.48391,453.8255,83.491348,9,76.524757,247.441803,29,232.966003,41.425728,15.1483917,NA
"Portulaca umbraticola",-98.38025,30.73025,"USA","NA","2807370374","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",2016,"PRESERVED_SPECIMEN","PRC","TEX","NA","Portulaca",200.080048,101,331,6985.840332,347.080048,42.226772,304,232.508865,99.226776,293.210144,99.226776,641.09198,85.893166,34,28.373312,229.452911,110.869896,115.023087,110.869896,20.0080048,NA
"Portulaca suffrutescens",-105,30.775,"USA","1","1611938405","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",1990,"PRESERVED_SPECIMEN","UTEP","Plant specimens","NA","Portulaca",176.667267,122,365.766449,7101.853027,338.900848,5.183972,333.233551,236.916977,171.417542,266.417542,73.183975,319.832428,58.349949,7,69.783676,170.483566,23,138.69989,40.532867,17.6667267,NA
"Portulaca suffrutescens",-110.597306,30.830639,"MEX","1","1895932872","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2009,"PRESERVED_SPECIMEN","DICTUS-USON","USON","NA","Portulaca",179.869308,128,407.677521,6393.673828,340.869293,26.675901,314.19339,256.706848,201.546829,262.869293,92.546829,488.177887,145.620087,5,98.839981,354.015839,18.969051,307.046783,88.938103,17.9869308,NA
"Portulaca suffrutescens",-110.7311,30.87473,"MEX","NA","2270530195","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2002,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",175.902481,128,408.595337,6381.659668,336.307129,22.902475,313,253.307129,196.798203,258.798187,88.902473,587.065063,131.208954,6,77.461952,364.108551,24.59535,277.633209,147.557251,17.5902481,NA
"Portulaca umbraticola",-110.805556,30.702778,"MEX","1","1893593366","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",1996,"PRESERVED_SPECIMEN","DICTUS-USON","USON","NA","Portulaca",191.77301,128,409.722443,6344.469727,351.923035,38.900436,313.000092,267.923035,212.900543,273.923035,104.77301,503.012177,140.544785,5,93.999893,356.444489,20.849979,296.939545,93.972664,19.177301,NA
"Portulaca halimoides",-104.02511,30.87925,"USA","NA","2807248460","Portulacaceae","Portulaca","SPECIES","Portulaca halimoides L.","NULL",2011,"PRESERVED_SPECIMEN","PRC","TEX","NA","Portulaca",152.857376,122,375.436584,6984.286621,309.36734,-17.169352,326.053436,236.354065,103.340599,241.367325,51.817379,347.210785,59.409687,9.94655,61.610214,172.2556,34.826195,157.752472,41.839653,15.2857376,NA
"Portulaca suffrutescens",-110.0451,31.1028,"MEX","NA","2270530321","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2002,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",163,128,399.910706,6577.593262,326,6,320,241,186,248.984573,72,455.834015,135.488525,5,99.868141,338.465607,18,288.977051,83.473114,16.3,NA
"Portulaca umbraticola",-110.603611,31.203333,"MEX","1","1893593456","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",2001,"PRESERVED_SPECIMEN","DICTUS-USON","USON","NA","Portulaca",175.152802,128,401,6575.277832,337.15976,19.159748,318,254.152802,197.152802,261.152802,85.152802,398.110474,93.250008,4,83.243126,268.763611,17,197.506973,89.32608,17.5152802,NA
"Portulaca umbraticola",-110.585278,31.295,"MEX","1","1893593380","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",2001,"PRESERVED_SPECIMEN","DICTUS-USON","USON","NA","Portulaca",170.71666,127,400,6608.593262,332.799927,14.71666,318.916718,250.71666,192.776337,256.799927,80.456917,408.858521,101.947296,4,87.850021,288.094666,17.28334,215.918182,85,17.071666,NA
"Portulaca halimoides",-107.391667,31.175,"MEX","1","1893770586","Portulacaceae","Portulaca","SPECIES","Portulaca halimoides L.","NULL",1972,"PRESERVED_SPECIMEN","IBUNAM","MEXU","NA","Portulaca",192.55011,121,361.483276,7189.900391,359.283142,23.783697,335,256.55011,227.55011,285.55011,88.783699,255.998444,67.966484,2,100.050545,179.416183,8,118.632683,32.199085,19.255011,NA
"Portulaca suffrutescens",-108.940833,31.190556,"MEX","1","1895932905","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2009,"PRESERVED_SPECIMEN","DICTUS-USON","USON","NA","Portulaca",167.856415,125,381.763519,6883.905762,334.092896,5.856417,328.236481,248.856415,195.856415,257.856415,70.856415,302.906342,74.910286,4,80.53022,191.970352,13,163.673615,65.290543,16.7856415,NA
"Portulaca halimoides",-107.641667,31.291667,"MEX","2","1893770590","Portulacaceae","Portulaca","SPECIES","Portulaca halimoides L.","NULL",1972,"PRESERVED_SPECIMEN","IBUNAM","MEXU","NA","Portulaca",164.720154,121,366.749207,7084.118652,328.953705,-1.030074,330.500549,229.203491,196.95372,256.47049,62.969925,355.393646,78.198814,4,91.767448,220.796585,14,166.631302,49.665039,16.4720154,NA
"Portulaca umbraticola",-109.386389,31.315556,"MEX","1","1895931201","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",2002,"PRESERVED_SPECIMEN","DICTUS-USON","USON","NA","Portulaca",179.674072,126,382,6923.622559,347.198151,17.524059,330,261.581573,207.581589,270.581573,82.67408,359.501099,90.268082,4,93.383133,263.289917,14,192.386139,74.475945,17.9674072,NA
"Portulaca umbraticola",-109.263,31.357,"USA","NA","2270669591","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",1981,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",190.599976,125.658722,377.027863,7031.421875,359.572113,26.599976,333,272.941254,219.572128,282.572113,91.615425,301.575287,71.086601,3.043299,83,199.432999,11.086598,152.173203,70.126862,19.0599976,NA
"Portulaca suffrutescens",-109.263,31.357,"USA","NA","2270667814","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",1981,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",190.599976,125.658722,377.027863,7031.421875,359.572113,26.599976,333,272.941254,219.572128,282.572113,91.615425,301.575287,71.086601,3.043299,83,199.432999,11.086598,152.173203,70.126862,19.0599976,NA
"Portulaca suffrutescens",-109.465779,31.326476,"MEX","NA","2270529857","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","1000",2002,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",179.809204,126,383,6909.368652,347.070618,17.261427,329.693848,261.261414,206.809204,270.070618,83.261429,371.275421,102.727661,5,91.306152,260.204803,18,221.455322,67,17.9809204,NA
"Portulaca umbraticola",-109.465779,31.326476,"MEX","NA","2270529362","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","1000",2002,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",179.809204,126,383,6909.368652,347.070618,17.261427,329.693848,261.261414,206.809204,270.070618,83.261429,371.275421,102.727661,5,91.306152,260.204803,18,221.455322,67,17.9809204,NA
"Portulaca umbraticola",-109.386033,31.315133,"MEX","NA","1846532176","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",2002,"PRESERVED_SPECIMEN","DES","NA","NA","Portulaca",179.73143,126,382,6923.770508,347.270142,17.538696,330,261.602814,207.602814,270.602814,82.731438,359.396362,90.399124,4,93.527374,263.450714,14,192.605515,74.461304,17.973143,NA
"Portulaca halimoides",-105.904444,31.333889,"USA","NA","1094845521","Portulacaceae","Portulaca","SPECIES","Portulaca halimoides L.","NULL",2006,"PRESERVED_SPECIMEN","UEFS","HUEFS","NA","Portulaca",195.006912,120,354.983429,7382.944824,363,24,339,279.016571,188,289.590302,88,211.477036,36.99033,5.573733,66.847,110.380676,17.14056,91.793129,32,19.5006912,NA
"Portulaca halimoides",-105.905,31.3339,"USA","NA","2270684705","Portulacaceae","Portulaca","SPECIES","Portulaca halimoides L.","NULL",2006,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",195.034592,120,354.916687,7383.062012,363,24,339,279.083313,188,289.619324,88,211.050354,36.951294,5.536019,66.899734,110.234566,17.037445,91.629364,32,19.5034592,NA
"Portulaca halimoides",-105.904556,31.333889,"USA","1","1611941085","Portulacaceae","Portulaca","SPECIES","Portulaca halimoides L.","NULL",2006,"PRESERVED_SPECIMEN","UTEP","Plant specimens","NA","Portulaca",195.012512,120,354.969971,7382.967285,363,24,339,279.030029,188,289.595917,88,211.390793,36.982487,5.565892,66.8582,110.351555,17.11928,91.760651,32,19.5012512,NA
"Portulaca suffrutescens",-109.063,31.3417,"USA","NA","1846532301","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",1952,"PRESERVED_SPECIMEN","DES","NA","NA","Portulaca",177.74884,125,376.937805,7001.768555,345.290314,14.250658,331.062195,259.74884,206.290314,269.269562,79.228111,336.300568,78.687195,5,75.351227,207.396942,17,172.853668,73.922539,17.774884,NA
"Portulaca L.",-110.247,31.3439,"USA","NA","2270669576","Portulacaceae","Portulaca","GENUS","Portulaca L.","700",1991,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",159.417755,128,398.176392,6639.762695,322.391205,1.541053,320.850159,239.417755,182.391205,246.391205,68.255562,494.806427,113.304466,5.1233,76.946915,320.375275,20.396442,201.682526,128.369904,15.9417755,NA
"Portulaca umbraticola",-110.247,31.3439,"USA","NA","2270668109","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","700",1989,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",159.417755,128,398.176392,6639.762695,322.391205,1.541053,320.850159,239.417755,182.391205,246.391205,68.255562,494.806427,113.304466,5.1233,76.946915,320.375275,20.396442,201.682526,128.369904,15.9417755,NA
"Portulaca suffrutescens",-110.23,31.3439,"USA","NA","2270668784","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","700",1989,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",164.983307,128,397.065369,6665.417969,328.263947,6.26395,321.916687,244.983307,188.048676,251.983307,73.048676,473.226074,109.587379,5,78.916702,310.240143,19.0833,195.130737,123.604073,16.4983307,NA
"Portulaca umbraticola",-110.308,31.4479,"USA","NA","2270669178","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",1998,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",146.211761,128,399.705261,6619.313965,308.211761,-10.609656,318.968811,226.655075,168.211761,233.211761,55.917023,424.173279,107.759758,4,94.291977,319.811035,16.852627,220.908997,93.467781,14.6211761,NA
"Portulaca suffrutescens",-110.247,31.3439,"USA","NA","2270667626","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","700",1990,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",159.417755,128,398.176392,6639.762695,322.391205,1.541053,320.850159,239.417755,182.391205,246.391205,68.255562,494.806427,113.304466,5.1233,76.946915,320.375275,20.396442,201.682526,128.369904,15.9417755,NA
"Portulaca suffrutescens",-110.765531,31.366911,"USA","NA","1846532214","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",1987,"PRESERVED_SPECIMEN","DES","NA","NA","Portulaca",171.198593,127,399.652985,6628.501953,333.198578,15.198592,317.703583,252.198593,193.198593,258.198578,81.041061,517.390442,144.305954,5,96.35656,384.204773,22,304.611908,86.889267,17.1198593,NA
"Portulaca umbraticola",-111.09,31.39,"USA","NA","2270667819","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","100",1966,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",183.441162,126,399,6666.904785,343.861725,27.441162,316.510284,264.951447,203.951462,269.951447,92.441162,384.567596,90.172981,3,86.310249,268.835663,14,189.712509,89.35891,18.3441162,NA
